S.No,New Device Number,NewMobileNumber,NewInstallation,INSTALLEDON,VehicleNumber,TransporterName,01-AUG'-15,02-AUG'-15,03-AUG'-15,04-AUG'-15,05-AUG'-15,06-AUG'-15,07-AUG'-15,08-AUG'-15,09-AUG'-15,10-AUG'-15,11-AUG'-15,12-AUG'-15,13-AUG'-15,14-AUG'-15,15-AUG'-15,16-AUG'-15,17-AUG'-15,18-AUG'-15,19-AUG'-15,20-AUG'-15,21-AUG'-15,22-AUG'-15,23-AUG'-15,24-AUG'-15,25-AUG'-15,26-AUG'-15,27-AUG'-15,28-AUG'-15,29-AUG'-15,30-AUG'-15,31-AUG'-15,R,P,UM,UI,N,UI+N,BILLING YES/NO,Remark
4023,QCQ1102151,8879613517,OL002/00026,22-Oct-11,RJ25GA2337,PROFESSIONALAUTOMOTIVESPVT.LTD,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,2,0,0,0,0,YES,
4024,QCQ1102414,8879613783,OL002/00027,24-Oct-11,HR55J5708, Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4025,QCQ1100070,8879460156,OL002/00028,24-Oct-11,OD07B7795,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4026,QCQ1101484,8879612840,OL002/00029,24-Oct-11,HR38M3573,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
4027,QCQ1102308,8879613676,OL002/00030,24-Oct-11,HR55F8048,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4028,QCQ1203821,8879678462,OL002/00031,24-Oct-11,HR38M5652,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4029,QCQ1100052,8879460284,OL002/00032,24-Oct-11,MH15BJ4674,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4030,QCQ1102758,8879614132,OL002/00033,25-Oct-11,HR55F9543,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4031,QCQ1101771,8879613130,OL002/00034,25-Oct-11,NL01D4336,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4032,QCQ1203889,7506278441,OL002/00035,25-Oct-11,HR38M5049,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4033,QCQ1100956,8879442849,OL002/00036,25-Oct-11,NL01K1203,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4034,QCQ1100778,8879697951,OL002/00037,31-Oct-11,HR55J2219, Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4035,QCQ1100026,8879460298,OL002/00038,31-Oct-11,HR55U2533, Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4036,QCQ1203648,8879678287,OL002/00039,31-Oct-11,UK04CA9118, Chetak Supply Chain Private Limited,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,21,0,0,10,0,10,YES,
4037,QCQ1102470,8879613841,OL002/00040,1-Nov-11,HR55J2694, Chetak International Private Limited,R,R,R,P,P,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,6,25,0,0,0,0,YES,
4038,QCQ1101878,8879679025,OL002/00041,1-Nov-11,UK04CA9142, Chetak Supply Chain Private Limited,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,1,30,0,0,0,0,YES,
4039,QCQ1203749,8879678389,OL002/00042,1-Nov-11,MH43E8483,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4040,QCQ1204706,8879676875,OL002/00043,1-Nov-11,UK04CA9132, Chetak International Private Limited,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4041,QCQ1102169,8452985396,OL002/00044,1-Nov-11,OR04G1116,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4042,QCQ1204383,8879690383,OL002/00045,1-Nov-11,DN09E9529,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4043,QCQ1102095,8879613460,OL002/00047,1-Nov-11,HR55J4862, Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4044,QCQ1101866,8879613227,OL002/00048,1-Nov-11,HR38P5452, Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4045,QCQ1100076,8879460128,OL002/00050,1-Nov-11,OR05AA1688,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4046,QCQ1305905,9440253912,OL002/00051,1-Nov-11,HR55F8608,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4047,QCQ1100800,8879787622,OL002/00052,2-Nov-11,HR38P5453, Chetak Supply Chain Private Limited,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4048,QCQ1102145,8879787721,OL002/00053,2-Nov-11,NL01D5612,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4049,QCQ1204181,8879679029,OL002/00054,2-Nov-11,UK04CA9117, Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4050,QCQ1102990,8879614367,OL002/00055,2-Nov-11,HR55M6014,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4051,QCQ1100933,8879442826,OL002/00056,2-Nov-11,NL01L1995,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4052,QCQ1101719,8879678248,OL002/00057,2-Nov-11,HR38M0936,PROFESSIONALAUTOMOTIVESPVT.LTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4053,QCQ1100438,8879442323,OL002/00059,2-Nov-11,RJ14GB4831,SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4054,QCQ1101447,9167240078,OL002/00060,3-Nov-11,RJ14GB0682,SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4055,QCQ1204862,8879689794,OL002/00061,3-Nov-11,RJ14GB4875,SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4056,QCQ1100562,8879442450,OL002/00062,3-Nov-11,UK04CA9114, Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4057,QCQ1203808,8879678449,OL002/00063,3-Nov-11,RJ14GF2599,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4058,QCQ1102054,8879460293,OL002/00064,3-Nov-11,HR55J3781, Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,UI,UI,UI,UI,UI,UI,UI,UI,UI,R,R,R,22,0,0,9,0,9,YES,
4059,QCQ1100774,8879442664,OL002/00065,3-Nov-11,UK04CA9096, Chetak Cargo private Limited,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,21,0,0,10,0,10,YES,
4060,QCQ1102217,8879613583,OL002/00066,3-Nov-11,RJ14GF7873,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4061,QCQ1102434,8879613805,OL002/00067,4-Nov-11,UK04CA9125, Chetak International Private Limited,N,N,N,N,N,N,N,N,N,N,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,21,0,0,0,10,10,YES,
4062,QCQ1102358,8879613727,OL002/00068,4-Nov-11,HR55U8933, Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4063,QCQ1102063,8879676881,OL002/00069,4-Nov-11,RJ25GA2358,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4064,QCQ1100100,8879460114,OL002/00070,4-Nov-11,HR55L0240,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4065,QCQ1100105,8879460157,OL002/00071,4-Nov-11,HR55G2284,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4066,QCQ1204015,8879678758,OL002/00073,4-Nov-11,RJ14GB4879,SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4067,QCQ1100066,8879460254,OL002/00074,4-Nov-11,RJ14GE9781,SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4068,QCQ1204851,8879689962,OL002/00075,4-Nov-11,RJ14GF2580,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4069,EEB1500069,7506928657,OL002/00076,5-Nov-11,HR55U3760, Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4070,QCQ1100188,8879460241,OL002/00077,5-Nov-11,TN01AC1602,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4071,QCQ1100120,8879460172,OL002/00078,5-Nov-11,HR55J2308, Chetak International Private Limited,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4072,QCQ1100799,8879442689,OL002/00079,5-Nov-11,NL01K8007,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4073,QCQ1101938,8879613299,OL002/00080,5-Nov-11,HR55J4769, Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4074,QCQ1101903,8879787704,OL002/00082,7-Nov-11,HR55K6620,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4075,QCQ1103207,8879677827,OL002/00083,7-Nov-11,HR55J5642, Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4076,QCQ1204470,8879690471,OL002/00084,7-Nov-11,HR55C7260,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4077,QCQ1100752,8879442642,OL002/00085,7-Nov-11,HR55M6020,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4078,QCQ1100675,8879442564,OL002/00088,8-Nov-11,NL02G0128,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4079,QCQ1100772,8879442662,OL002/00089,8-Nov-11,NL02G0107,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4080,QCQ1103185,8879618837,OL002/00090,8-Nov-11,NL02G1525,OSLLOGISTICSPVT.LTD,R,R,R,R,R,P,R,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,3,0,0,0,0,YES,
4081,QCQ1101589,8879612946,OL002/00091,8-Nov-11,NL02G0957,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4082,EEB1500363,7506932719,OL002/00092,9-Nov-11,HR55F9546,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4083,QCQ1100079,8879460131,OL002/00093,9-Nov-11,RJ14GF2596,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4084,QCQ1204361,8879690361,OL002/00094,9-Nov-11,NL02G0137,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4085,QCQ1100373,8879442252,OL002/00095,9-Nov-11,RJ14GB1701,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
4086,QCQ1100178,8879460231,OL002/00096,9-Nov-11,HR55H3190,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4087,QCQ1100552,8879442440,OL002/00097,9-Nov-11,NL01K8565,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4088,QCQ1100180,8879460233,OL002/00100,9-Nov-11,TN01AC3242,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4089,QCQ1100174,8879460227,OL002/00101,9-Nov-11,HR55H2103,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4090,QCQ1305906,7506449462,OL002/00102,9-Nov-11,HR55L0239,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
4091,QCQ1204013,8879678756,OL002/00103,9-Nov-11,HR55L0236,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4092,QCQ1101155,8879612506,OL002/00104,9-Nov-11,NL02G7585,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4093,QCQ1102131,8879787693,OL002/00107,10-Nov-11,RJ25GA2339,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4094,QCQ1203815,8879678456,OL002/00108,10-Nov-11,NL02G0138,OSLLOGISTICSPVT.LTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4095,EEB1500237,7506929340,OL002/00109,10-Nov-11,NL02G0114,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4096,QCQ1203584,8879678223,OL002/00110,10-Nov-11,NL01G9828,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,UI,UI,UI,UI,UI,UI,UI,R,R,R,R,R,24,0,0,7,0,7,YES,
4097,QCQ1100160,8879460213,OL002/00111,10-Nov-11,NL01D3496,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4098,QCQ1203544,8879678182,OL002/00112,10-Nov-11,RJ14GB1533,SHRIKRSNAURJAPROJECTLIMITED,P,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,25,6,0,0,0,0,YES,
4099,QCQ1100167,8879460220,OL002/00113,10-Nov-11,HR38N0232,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4100,QCQ1100169,8879460222,OL002/00114,10-Nov-11,HR55E0168,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4101,QCQ1103463,8879678101,OL002/00116,11-Nov-11,HR55K5238,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4102,QCQ1205088,8451862107,OL002/00117,11-Nov-11,NL02G3232,OSLLOGISTICSPVT.LTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4103,EEB1500242,7506928465,OL002/00118,11-Nov-11,HR55J9431,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4104,QCQ1100124,8879460176,OL002/00119,11-Nov-11,HR55K5240,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4105,QCQ1305916,7718839523,OL002/00120,11-Nov-11,NL01L1031,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4106,QCQ1102001,7710027608,OL002/00121,11-Nov-11,NL02G0110,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4107,QCQ1203804,8879678445,OL002/00122,11-Nov-11,RJ14GE9779,SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4108,QCQ1102901,8879614277,OL002/00123,11-Nov-11,RJ14GB2220,SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4109,QCQ1101959,8879613321,OL002/00124,11-Nov-11,RJ14GB0814,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4110,QCQ1101532,8879612888,OL002/00125,11-Nov-11,HR55H3187,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4111,QCQ1100238,8879460098,OL002/00126,11-Nov-11,NL01L4298,SUSHILATRANSPORTPVT.LTD,R,R,P,P,R,R,R,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,27,4,0,0,0,0,YES,
4112,QCQ1101314,8879612667,OL002/00127,11-Nov-11,OR05AA1689,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4113,QCQ1100185,8879460238,OL002/00128,11-Nov-11,TN01AC5905,CARGOWINGS(MADRAS)PVT.LTD.,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,0,0,31,0,0,0,YES,
4114,QCQ1100434,8879442319,OL002/00129,11-Nov-11,NL02G7574,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4115,QCQ1100917,8879787713,OL002/00130,12-Nov-11,HR55H3189,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4116,QCQ1100214,8879460091,OL002/00131,12-Nov-11,NL01K8003,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4117,QCQ1100187,8879460240,OL002/00132,12-Nov-11,HR55H3188,CARGOWINGS(MADRAS)PVT.LTD.,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,0,0,0,31,0,31,NO,
4118,QCQ1100578,,OL002/00133,12-Nov-11,HR55L0241,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4119,QCQ1203994,8879678737,OL002/00134,12-Nov-11,NL02G0944,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4120,QCQ1103305,8879677939,OL002/00136,12-Nov-11,HR38M7708,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4121,QCQ1101511,8879612867,OL002/00645,26-Dec-11,HR55L3213,VINODROADLINESPVTLTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
